0, 28.8118654726
1, 23.420767426
2, 22.3043426006
3, 21.2906554918
4, 20.3647229276
5, 19.5106082351
6, 18.7165439291
7, 17.985544104
8, 17.3323198021
9, 16.7695744331
10, 16.2973772911
11, 15.9051585774
12, 15.5783202548
13, 15.3031243474
14, 15.0685705122
15, 14.8661660705
16, 14.6891948291
17, 14.5321271355
18, 14.3904770979
19, 14.2606830719
20, 14.1398174745
21, 14.0256988904
22, 13.9167891935
23, 13.8120480346
24, 13.7110110445
25, 13.6136676562
26, 13.5203635164
27, 13.431659239
28, 13.348187303
29, 13.2705900447
30, 13.1993212339
31, 13.1345990017
32, 13.0763575533
33, 13.0242940455
34, 12.9779347594
35, 12.9366953721
36, 12.8999591469
37, 12.8670996992
38, 12.8375331472
39, 12.8107359338
40, 12.7862500082
41, 12.7636866891
42, 12.7427161128
43, 12.7230673778
44, 12.7045231494
45, 12.6869058452
46, 12.6700634712
47, 12.6538734048
48, 12.638233877
49, 12.6230683645
50, 12.6083052379
51, 12.5938810081
52, 12.5797429411
53, 12.5658544203
54, 12.5521777043
55, 12.538686076
56, 12.5253471323
57, 12.5121604093
58, 12.4990947584
59, 12.4861448209
60, 12.4733139059
61, 12.4605780842
62, 12.4479220051
63, 12.4353563786
64, 12.4228768303
65, 12.4104849821
66, 12.3981843109
67, 12.3859811271
68, 12.3738895942
69, 12.3619109024
70, 12.3500542757
71, 12.3383202891
72, 12.3267206225
73, 12.3152605919
74, 12.3039392187
75, 12.2927599785
76, 12.2817289257
77, 12.270850585
78, 12.2601262302
79, 12.2495496132
80, 12.2391163157
81, 12.2288291573
82, 12.2186840258
83, 12.2086718657
84, 12.1988019714
85, 12.1890730087
86, 12.1794782878
87, 12.1700155207
88, 12.1606840412
89, 12.1514801729
90, 12.1424002833
91, 12.1334386965
92, 12.1245978718
93, 12.1158753775
94, 12.1072632132
95, 12.098764933
96, 12.0903736974
97, 12.0820868173
98, 12.0738960209
99, 12.0658064144
100, 12.057815829
101, 12.0499178946
102, 12.0421097782
103, 12.0343897475
104, 12.0267542444
105, 12.0192048368
106, 12.0117434207
107, 12.004363824
108, 11.9970663952
109, 11.9898445747
110, 11.9826974041
111, 11.9756264912
112, 11.9686300525
113, 11.9617023436
114, 11.9548443954
115, 11.9480593124
116, 11.9413453509
117, 11.9346973122
118, 11.9281172997
119, 11.9216015087
120, 11.9151524544
121, 11.9087712178
122, 11.9024571352
123, 11.89620853
124, 11.8900214306
125, 11.8838972981
126, 11.8778343009
127, 11.8718328649
128, 11.8658931034
129, 11.8600146389
130, 11.8541960271
131, 11.8484379993
132, 11.8427406218
133, 11.8371030769
134, 11.8315249867
135, 11.826003268
136, 11.8205360705
137, 11.8151238039
138, 11.8097652643
139, 11.8044574142
140, 11.7992034687
141, 11.7940025982
142, 11.7888540474
143, 11.7837538836
144, 11.7787041746
145, 11.7737066513
146, 11.7687611623
147, 11.7638655637
148, 11.7590195263
149, 11.7542220055
150, 11.7494755012
151, 11.744779914
152, 11.7401350259
153, 11.7355408129
154, 11.7309942194
155, 11.7264941678
156, 11.722039483
157, 11.7176294141
158, 11.7132669625
159, 11.7089497022
160, 11.7046757467
161, 11.7004447682
162, 11.6962572721
163, 11.6921134708
164, 11.6880106472
165, 11.683950638
166, 11.6799323254
167, 11.6759541339
168, 11.6720172253
169, 11.6681213002
170, 11.6642663962
171, 11.660448478
172, 11.6566669308
173, 11.6529241986
174, 11.649219056
175, 11.6455502233
176, 11.6419159448
177, 11.6383160935
178, 11.6347498804
179, 11.6312171979
180, 11.6277191874
181, 11.6242571951
182, 11.6208281206
183, 11.617431625
184, 11.6140647228
185, 11.6107298906
186, 11.6074249309
187, 11.6041487505
188, 11.6009015813
189, 11.5976835954
190, 11.5944933529
191, 11.5913292837
192, 11.588193647
193, 11.5850852114
194, 11.582003153
195, 11.5789479637
196, 11.5759173617
197, 11.5729096576
198, 11.5699271961
199, 11.566967336
200, 11.5640308094
201, 11.5611182882
202, 11.5582273416
203, 11.5553595674
204, 11.5525144826
205, 11.5496919251
206, 11.5468901197
207, 11.5441086626
208, 11.5413483369
209, 11.5386081654
210, 11.5358889235
211, 11.5331894022
212, 11.530509301
213, 11.5278481828
214, 11.5252051457
215, 11.5225814087
216, 11.5199754048
217, 11.5173876116
218, 11.5148168809
219, 11.5122646788
220, 11.5097297868
221, 11.5072132118
222, 11.5047147724
223, 11.5022335419
224, 11.499770252
225, 11.4973235068
226, 11.4948934615
227, 11.4924798966
228, 11.4900818495
229, 11.4876990197
230, 11.4853304475
231, 11.4829763952
232, 11.4806377663
233, 11.4783127293
234, 11.4760015325
235, 11.4737055558
236, 11.4714247158
237, 11.4691578432
238, 11.4669052095
239, 11.4646652364
240, 11.462438314
241, 11.4602247903
242, 11.4580253809
243, 11.4558391064
244, 11.4536652994
245, 11.4515032074
246, 11.4493525264
247, 11.447212198
248, 11.4450826559
249, 11.4429652495
250, 11.4408603417
251, 11.4387658165
252, 11.4366832194
253, 11.4346130247
254, 11.432553897
255, 11.4305060261
256, 11.4284701329
257, 11.4264458573
258, 11.4244338583
259, 11.422431304
260, 11.4204398881
261, 11.4184588257
262, 11.4164879258
263, 11.4145271045
264, 11.4125768047
265, 11.41063675
266, 11.4087065186
267, 11.4067868381
268, 11.4048782713
269, 11.4029804271
270, 11.4010914165
271, 11.3992131372
272, 11.3973448547
273, 11.3954862677
274, 11.3936363933
275, 11.3917967978
276, 11.3899663516
277, 11.3881443607
278, 11.3863310841
279, 11.3845277005
280, 11.3827335969
281, 11.3809485129
282, 11.3791728523
283, 11.3774058195
284, 11.3756468667
285, 11.3738966842
286, 11.3721539614
287, 11.370418243
288, 11.3686899837
289, 11.3669697118
290, 11.3652579378
291, 11.3635540192
292, 11.361856774
293, 11.3601677119
294, 11.3584855756
295, 11.3568098943
296, 11.3551414894
297, 11.3534807425
298, 11.351827165
299, 11.350180485
300, 11.3485415199
301, 11.3469094622
302, 11.345284779
303, 11.3436670717
304, 11.3420555837
305, 11.3404507879
306, 11.3388529953
307, 11.3372611282
308, 11.3356762914
309, 11.3340972583
310, 11.3325253442
311, 11.3309598207
312, 11.3294007303
313, 11.3278479867
314, 11.3263016405
315, 11.3247617986
316, 11.3232278133
317, 11.3217002306
318, 11.3201783202
319, 11.3186620902
320, 11.3171518689
321, 11.3156478539
322, 11.3141497649
323, 11.312657215
324, 11.3111706207
325, 11.3096899589
326, 11.3082155551
327, 11.3067470476
328, 11.3052841668
329, 11.3038280249
330, 11.302376887
331, 11.3009311832
332, 11.2994908484
333, 11.2980565809
334, 11.2966278533
335, 11.2952047076
336, 11.2937873564
337, 11.2923746282
338, 11.2909670859
339, 11.2895648718
340, 11.2881687766
341, 11.2867774291
342, 11.2853915102
343, 11.2840108716
344, 11.2826354544
345, 11.2812647586
346, 11.2798986128
347, 11.2785373316
348, 11.2771814994
349, 11.2758305289
350, 11.2744853337
351, 11.2731451452
352, 11.2718102038
353, 11.2704797721
354, 11.269153532
355, 11.2678323349
356, 11.2665156712
357, 11.2652028495
358, 11.2638945443
359, 11.2625910177
360, 11.261291314
361, 11.2599954907
362, 11.2587040826
363, 11.2574164878
364, 11.2561328591
365, 11.2548526627
366, 11.253576481
367, 11.2523044727
368, 11.2510371662
369, 11.2497737562
370, 11.2485140194
371, 11.2472589629
372, 11.2460076303
373, 11.2447603457
374, 11.2435168011
375, 11.2422775429
376, 11.241041986
377, 11.2398101029
378, 11.2385824587
379, 11.2373585581
380, 11.2361387391
381, 11.2349215589
382, 11.2337083088
383, 11.2324978576
384, 11.231291394
385, 11.2300892649
386, 11.228890121
387, 11.2276939005
388, 11.2265014251
389, 11.2253111822
390, 11.2241256339
391, 11.2229426092
392, 11.2217624937
393, 11.2205850625
394, 11.2194118514
395, 11.2182421501
396, 11.2170759154
397, 11.2159131153
398, 11.2147534089
399, 11.213596896
400, 11.212443698
401, 11.2112940561
402, 11.2101486323
403, 11.2090057483
404, 11.2078663571
405, 11.2067302053
406, 11.2055964413
407, 11.2044662175
408, 11.2033386802
409, 11.2022150291
410, 11.2010946256
411, 11.199977274
412, 11.1988622447
413, 11.1977498604
414, 11.1966403032
415, 11.1955336062
416, 11.1944295071
417, 11.1933278777
418, 11.1922291479
419, 11.1911331107
420, 11.1900387764
421, 11.1889473947
422, 11.1878584536
423, 11.1867729957
424, 11.1856897395
425, 11.1846093718
426, 11.1835316664
427, 11.1824561409
428, 11.1813837258
429, 11.1803136789
430, 11.1792464212
431, 11.1781821012
432, 11.1771203795
433, 11.1760618521
434, 11.1750055581
435, 11.1739519293
436, 11.1729004393
437, 11.1718512411
438, 11.1708042917
439, 11.1697594489
440, 11.1687164963
441, 11.1676754611
442, 11.1666371039
443, 11.1656014605
444, 11.1645683014
445, 11.1635377859
446, 11.1625098076
447, 11.1614837485
448, 11.1604610918
449, 11.159440777
450, 11.1584224708
451, 11.1574072045
452, 11.1563940752
453, 11.1553832698
454, 11.154374617
455, 11.1533682092
456, 11.1523642435
457, 11.1513623507
458, 11.1503625319
459, 11.149364624
460, 11.1483686305
461, 11.1473744515
462, 11.1463827284
463, 11.1453929318
464, 11.1444049972
465, 11.1434183841
466, 11.1424340079
467, 11.1414520447
468, 11.1404722164
469, 11.1394942439
470, 11.1385193905
471, 11.1375467225
472, 11.1365759427
473, 11.1356077892
